id;card_id;name;type;element;sub_type;level;attack;health;rarity;description;image_path;expansion;card_number;skills;passive_skill;created_at;updated_at;spektra_cost;duplicate_group;effect_type;effect_value;effect_value_2;effect_target;;
152;neutral-sacred-box-sr;Sacred Box;equipment;neutral;equipment;1;0;0;Super Rare;"After this card casted, equip it into target Kobar/Borah Avatar. Equipped avatar get ability remove 1 battle damage each attack. Pay 1 to equip into another Avatar. You cant have more than 1 Sacred Box on field.";/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Neutral SR - Sacred Box.webp;Fire and Water;GEN-152;;;"""2026-01-09T07:02:09.872Z""";"""2026-02-17T13:48:00.585Z""";"[""neutral"",""neutral"",""neutral"",""neutral""]";GEN-099;;;;;;
153;neutral-sanggar-sr;Sanggar;field;neutral;;1;0;0;Super Rare;Avatars with Kobar or Borah type get +2 max HP. Reduce every attack from non Kobar and Borah type by one damage (aftermath);/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Neutral SR - Sanggar.webp;Fire and Water;GEN-153;;;"""2026-01-09T07:02:09.963Z""";"""2026-02-17T13:48:00.672Z""";"[""neutral"",""neutral"",""neutral"",""neutral""]";GEN-101;;;;;;
154;fire-radja-mythic;Radja;avatar;fire;kobar;2;5;17;Mythic;Avatar - Kobar Fighter;"/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Radja, Rare.webp";Fire and Water;GEN-154;"[{""id"":""pyro-punch"",""name"":""Pyro Punch"",""damage"":5,""conditions"":[],""description"":""Powerful fire punch"",""spektraCost"":[""fire"",""neutral""]},{""id"":""burning-body"",""name"":""Burning Body"",""damage"":9,""conditions"":[{""type"":""opponent_element"",""value"":[""air""],""effect"":{""type"":""damage_modification"",""value"":13}}],""description"":""This attack damage become 13 if the opponent is Air Element Avatar"",""spektraCost"":[""fire"",""fire"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:54.132Z""";;;GEN-013;;;;;;
155;fire-daisy-mythic;Daisy;avatar;fire;borah;2;6;16;Mythic;Avatar - Borah Fighter;"/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Daisy, Super Rare.webp";Fire and Water;GEN-155;"[{""id"":""spit-fire"",""name"":""Spit Fire"",""damage"":6,""conditions"":[],""description"":""Fire projectile attack"",""spektraCost"":[""fire"",""neutral""]},{""id"":""spread-burning"",""name"":""Spread Burning"",""damage"":10,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 10 damage to opponent active avatar and 2 damage to each opponent reserve avatar."",""spektraCost"":[""fire"",""neutral"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:54.386Z""";;;GEN-017;;;;;;
156;fire-boar-berserker-mythic;Boar Berserker;avatar;fire;kuhaka;2;6;20;Mythic;Avatar - Kuhaka Berserker;/attached_assets/card_images/GENESIS/fire/avatars/Red Avatars_Ava - Boar Berserker - Myth.webp;Fire and Water;GEN-156;"[{""id"":""body-slam"",""name"":""Body Slam"",""damage"":6,""conditions"":[{""type"":""self_damage"",""value"":1,""effect"":{""type"":""damage_self"",""value"":1}}],""description"":""Deal 1 damage to this Avatar after using this skill."",""spektraCost"":[""fire"",""fire""]},{""id"":""bloody-klaw"",""name"":""Bloody Klaw"",""damage"":20,""conditions"":[{""type"":""self_damage"",""value"":1,""effect"":{""type"":""damage_self"",""value"":1}}],""description"":""Deal 1 damage to this Avatar after using this skill."",""spektraCost"":[""fire"",""neutral"",""neutral"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:54.710Z""";;;GEN-021;;;;;;
157;fire-boar-witch-mythic;Boar Witch;avatar;fire;kujana;2;7;13;Mythic;Avatar - Kujana Witch;"/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Boar Witch, Super Rare.webp";Fire and Water;GEN-157;"[{""id"":""purified-fire"",""name"":""Purified Fire"",""damage"":7,""condition"":""damage_to_self"",""effectType"":""heal"",""description"":""Deal 7 damage. If this avatar has damage counters, heal 2 damage."",""effectValue"":2,""spektraCost"":[""fire"",""fire"",""neutral"",""neutral""],""effectTarget"":""player_active"",""conditionValue"":1}]";"{""id"":""sacred-fire"",""name"":""Sacred Fire"",""scope"":""active_or_reserve"",""damage"":0,""description"":""Your active Fire Element Avatar gets +2 attack damage in their skills."",""spektraCost"":[],""modifierType"":""skill_damage_boost"",""modifierValue"":2,""modifierCondition"":""fire""}";"""2026-01-09T06:52:54.804Z""";;;GEN-023;;;;;;
158;water-maya-mythic;Maya;avatar;water;borah;2;4;16;Mythic;Avatar - Borah Mage;"/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Maya, Rare.webp";Fire and Water;GEN-158;"[{""id"":""current-staff"",""name"":""Current Staff"",""damage"":4,""conditions"":[],""description"":""Water staff attack"",""spektraCost"":[""water"",""neutral""]},{""id"":""splashing-staff"",""name"":""Splashing Staff"",""damage"":8,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 8 damage to opponent active avatar and 4 damage to each opponent reserve avatar."",""spektraCost"":[""water"",""water"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:56.331Z""";;;GEN-054;;;;;;
159;water-sapphire-mythic;Sapphire;avatar;water;kobar;2;3;16;Mythic;Avatar - Kobar Dancer;"/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Sapphire, Super Rare.webp";Fire and Water;GEN-159;"[{""id"":""aqua-whip"",""name"":""Aqua Whip"",""damage"":3,""conditions"":[],""description"":""Water whip attack"",""spektraCost"":[""water""]},{""id"":""water-dance"",""name"":""Water Dance"",""damage"":9,""conditions"":[{""type"":""opponent_element"",""value"":[""fire""],""effect"":{""type"":""damage_modification"",""value"":12}}],""description"":""If your opponent active avatar has Fire Element, this attack become 12"",""spektraCost"":[""water"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:56.516Z""";;;GEN-057;;;;;;
160;water-the-count-mythic;The Count;avatar;water;kuhaka;2;9;15;Mythic;Avatar - Kuhaka Warrior;"/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_The Count, Super Rare.webp";Fire and Water;GEN-160;"[{""id"":""blood-blade"",""name"":""Blood Blade"",""damage"":9,""conditions"":[{""type"":""opponent_tribe"",""value"":[""kobar"",""borah""],""effect"":{""type"":""damage_modification"",""value"":13}}],""description"":""This attack damage become 13 if the opponent is Kobar or Borah type."",""spektraCost"":[""water"",""neutral"",""neutral"",""neutral""]}]";"{""name"":""Chilling Bone Mist"",""scope"":""active"",""damage"":0,""effect"":""Enemy non Kuhaka-Kujana type avatars have -1 attack damage in their skills"",""description"":""Enemy non Kuhaka-Kujana type avatars have -1 attack damage in their skills"",""spektraCost"":[]}";"""2026-01-09T06:52:56.699Z""";;;GEN-060;;;;;;
161;water-pontia-mythic;Pontia;avatar;water;kujana;2;2;12;Mythic;Avatar - Kujana Mage;/attached_assets/card_images/GENESIS/water/avatars/Blue Avatars_Ava - Pontias - Myth.webp;Fire and Water;GEN-161;"[{""id"":""chilling-hand"",""name"":""Chilling Hand"",""damage"":2,""conditions"":[],""description"":""Ice-cold touch attack"",""spektraCost"":[""water""]},{""id"":""splashing-staff"",""name"":""Splashing Staff"",""damage"":8,""conditions"":[{""type"":""opponent_tribe"",""value"":[""kobar"",""borah""],""effect"":{""type"":""damage_modification"",""value"":12}}],""description"":""This attack damage become 12 if the opponent is Kobar or Borah type"",""spektraCost"":[""water"",""water"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:56.834Z""";;;GEN-062;;;;;;
162;fire-spark-shield-mythic;Spark Shield;quickSpell;fire;equipment;1;0;0;Mythic;Target avatar get 1 shield counter.;/attached_assets/card_images/GENESIS/fire/quickspells/Red Elemental Spell_Fire Mythic - Spark Shield.webp;Fire and Water;GEN-162;;;"""2026-01-09T06:52:55.355Z""";;"[""fire"",""neutral"",""neutral""]";GEN-034;shield;1;;select_player_avatar;;
163;fire-boiled-armor-mythic;Boiled Armor;ritualArmor;fire;equipment;1;0;0;Mythic;"Everytime equipped avatar get damage from opponent Avatar, this card deal 2 damage to that card.";/attached_assets/card_images/GENESIS/fire/ritualarmor/Red Elemental Spell_Fire Mythic - Boiled Armor.webp;Fire and Water;GEN-163;;;"""2026-01-09T06:52:55.446Z""";;"[""fire"",""fire"",""fire"",""fire"",""neutral""]";GEN-036;;;;;;
164;water-telang-tea-mythic;Telang Tea;spell;water;;1;0;0;Mythic;;/attached_assets/card_images/GENESIS/water/spells/Blue Elemental Spell_Water Mythic - Telang Tea.webp;Fire and Water;GEN-164;;;"""2026-01-09T06:52:56.925Z""";;"[""water"",""water""]";GEN-064;heal;3;;select_player_avatar;;
165;water-ocean-memory-mythic;Ocean Memory;spell;water;;1;0;0;Mythic;;/attached_assets/card_images/GENESIS/water/spells/Blue Elemental Spell_Water Mythic - Ocean Memory.webp;Fire and Water;GEN-165;;;"""2026-01-09T06:52:56.971Z""";;["water"];GEN-065;draw_discard;1;1;player;;
166;neutral-livin-dagger-mythic;Livin Dagger;equipment;neutral;equipment;1;0;0;Mythic;"After this card casted, equip it into target Kuhaka/Kujana Avatar. Equipped avatar get ability +1 damage when attacking opponent. And get 1 damage to itself each attack. Pay 1 to equip into another Avatar.";/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Neutral Mythic - Livin Dagger.webp;Fire and Water;GEN-166;;;"""2026-01-09T07:02:09.824Z""";"""2026-02-17T13:48:00.538Z""";"[""neutral"",""neutral""]";GEN-098;;;;;;
167;neutral-haunted-stage-mythic;Haunted Stage;field;neutral;;1;0;0;Mythic;Avatars with Kuhaka and Kujana type get +1 additional damage. Also the avatar get 1 damage counter after attacking.;/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Neutral Mythic - Haunted Stage.webp;Fire and Water;GEN-167;;;"""2026-01-09T07:02:09.915Z""";"""2026-02-17T13:48:00.626Z""";"[""neutral"",""neutral"",""neutral"",""neutral""]";GEN-100;;;;;;
